Type,SKU,Name,Published,Featured,Catalog visibility,Price,Regular price,Sale price,Images,Categories,Tags,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Attribute 6 name,Attribute 6 value(s),Attribute 7 name,Attribute 7 value(s),Attribute 8 name,Attribute 8 value(s),Attribute 9 name,Attribute 9 value(s),Attribute 10 name,Attribute 10 value(s),Attribute 11 name,Attribute 11 value(s),Attribute 12 name,Attribute 12 value(s),Attribute 13 name,Attribute 13 value(s),Attribute 14 name,Attribute 14 value(s),Attribute 15 name,Attribute 15 value(s),Attribute 16 name,Attribute 16 value(s),Attribute 17 name,Attribute 17 value(s),Attribute 18 name,Attribute 18 value(s),Attribute 19 name,Attribute 19 value(s),Attribute 20 name,Attribute 20 value(s),Attribute 21 name,Attribute 21 value(s),Attribute 22 name,Attribute 22 value(s),Attribute 23 name,Attribute 23 value(s),Attribute 24 name,Attribute 24 value(s),Attribute 25 name,Attribute 25 value(s),Attribute 26 name,Attribute 26 value(s),Attribute 27 name,Attribute 27 value(s),Attribute 28 name,Attribute 28 value(s),Attribute 29 name,Attribute 29 value(s),Attribute 30 name,Attribute 30 value(s),Attribute 31 name,Attribute 31 value(s),Attribute 32 name,Attribute 32 value(s),Attribute 33 name,Attribute 33 value(s),Attribute 34 name,Attribute 34 value(s),Attribute 35 name,Attribute 35 value(s),Attribute 36 name,Attribute 36 value(s)
simple,98DU9000,TV SAMSUNG 98P LED UHD (4k) 98DU9000,1,0,visible,,34999,,"https://electroclub.ma/13365-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/13366-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/13367-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/13368-large_default/smart-tv-led-43p-uhd-samsung.jpg",4K UHD,,Marque,Samsung,Reference fournisseur,98DU9000,Garantie,1 An,Smart tv,Oui,Taille d&#039;écran,98,Type du rectroeclairage,Led,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840x2160,Direct wi-fi,Oui,Entree hdmi,3,Entree usb,2,Entree rca,Oui,Interface ci,Oui,Bluetooth,Oui,Dimension avec pied,2181.1 x 1298.2 x 402.3 mm,Dimension sans pied,2181.1 x 1244.1 x 63.5 mm,Système d&#039;exploitation,Tizen™,Classe énergétique,G,Connectivite,Oui,Technologie,Crystal 4K,Fluidité de l&#039;image ( Hz ),100,Turner,OUI,Entrée optique RJ45,OUI,Wifi integrée,Oui,Fonction enregistreur PVR,OUI,Vidéo,HDR|HDR 10+|HLG|Mega Contrast|PurColor,Processeur,Crystal prcessor 4K,Poids (KG),20.8,,,,,,,,,,,,,,,,
simple,77B46LA,TV LG 77P OLED  UHD (4k) 77B46LA,1,0,visible,,26499,,"https://electroclub.ma/14133-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14132-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14129-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14130-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14131-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,LG,Reference fournisseur,77B46LA,Garantie,1 An,Type d&#039;ecran,Flat,Smart tv,Oui,Taille d&#039;écran,77 Pouces,Type du rectroeclairage,OLED,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840×2160,Fluidite constructeur,NON,Tuner,DVB-T2|C|S2,Direct wi-fi,Oui,Puissance sonore,20,Entree hdmi,4,Entree usb,3,Entree prise peritel,Non,Entree rca,NON,Entree vga,Non,Interface ci,Oui,Bluetooth,Oui,Fonction enregistreur (pvr),Oui,Coloris,Noir,Dimension avec pied,1053 X 1693 X 377 MM (HXLXP),Dimension sans pied,978 X 1693 X 88.8 MM (HXLXP),Connectivite,Oui,Fluidité de l&#039;image ( Hz ),100,Entrée optique RJ45,OUI,Wifi integrée,Oui,Poids (KG),24.7,Contraste élevé,OUI,Inverser les couleurs,Oui,Réglage acoustique de l&#039;IA,OUI,Compatible G-Sync (Nvidia),OUI,Image IA,Image AI Pro,Compatible FreeSync (AMD) Oui,OUI,,
simple,43DU7100,TV SAMSUNG 43P LED UHD (4k) 43DU7100,1,0,visible,,3699,,"https://electroclub.ma/14139-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/14140-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/14141-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/14142-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/14144-large_default/smart-tv-led-43p-uhd-samsung.jpg",4K UHD,,Marque,Samsung,Reference fournisseur,43DU7100,Garantie,1 An,Smart tv,Oui,Taille d&#039;écran,43 Pouces,Type du rectroeclairage,Led,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840x2160,Fluidite constructeur,Motion Plus,Direct wi-fi,Oui,Puissance sonore,20,Entree hdmi,3,Entree usb,1,Entree rca,Oui,Interface ci,Oui,Bluetooth,Oui,Système d&#039;exploitation,Tizen™,Connectivite,Oui,Technologie,Crystal 4K,Fluidité de l&#039;image ( Hz ),50,Turner,OUI,Entrée optique RJ45,OUI,Wifi integrée,Oui,Fonction enregistreur PVR,OUI,Vidéo,HDR|HDR+|HLG|Méga contraste|PurColor|Gradation UHD,Audio,Dolby Digital Plus,Dimension avec pied ( cm ),96.4 x 62.8x 19.2,Dimension sans pied ( cm ),96.4 x 55.9 x 6,Indice de qualité ( PQI ),2000,Processeur,Crystal prcessor 4K,Poids (KG),8.3,,,,,,,,,,
simple,50DU7100,TV SAMSUNG 50P LED UHD (4k) 50DU7100,1,0,visible,,4299,,"https://electroclub.ma/14148-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/14147-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/14149-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/14150-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/14151-large_default/smart-tv-led-43p-uhd-samsung.jpg",4K UHD,,Marque,Samsung,Reference fournisseur,50DU7100,Garantie,1 An,Smart tv,Oui,Taille d&#039;écran,50 Pouces,Type du rectroeclairage,Led,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840x2160,Direct wi-fi,Oui,Entree hdmi,3,Entree usb,1,Entree rca,Oui,Interface ci,Oui,Bluetooth,Oui,Système d&#039;exploitation,Tizen™,Connectivite,Oui,Technologie,Crystal 4K,Fluidité de l&#039;image ( Hz ),50,Turner,OUI,Entrée optique RJ45,OUI,Wifi integrée,Oui,Fonction enregistreur PVR,OUI,Vidéo,HDR|HDR 10+|HLG|Mega Contrast|PurColor,Dimension avec pied ( cm ),111.7 x 71.9 x 25,Dimension sans pied ( cm ),111.7 x 64.4 x 6,Processeur,Crystal prcessor 4K,Poids (KG),11.6,,,,,,,,,,,,,,,,,,
simple,55DU7100,TV SAMSUNG 55P LED UHD (4k) 55DU7100,1,0,visible,,5299,,"https://electroclub.ma/14162-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/14155-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/14156-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/14157-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/14158-large_default/smart-tv-led-43p-uhd-samsung.jpg",4K UHD,,Marque,Samsung,Reference fournisseur,55DU7100,Garantie,1 An,Smart tv,Oui,Taille d&#039;écran,55 Pouces,Type du rectroeclairage,Led,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840x2160,Direct wi-fi,Oui,Entree hdmi,3,Entree usb,1,Entree rca,Oui,Interface ci,Oui,Bluetooth,Oui,Système d&#039;exploitation,Tizen™,Classe énergétique,G,Connectivite,Oui,Technologie,Crystal 4K,Fluidité de l&#039;image ( Hz ),50,Turner,OUI,Entrée optique RJ45,OUI,Wifi integrée,Oui,Fonction enregistreur PVR,OUI,Vidéo,HDR|HDR 10+|HLG|Mega Contrast|PurColor,Dimension avec pied ( cm ),123.1 x 78.3 x 25,Dimension sans pied ( cm ),123.1 x 70.7 x 6,Processeur,Crystal prcessor 4K,Poids (KG),14,,,,,,,,,,,,,,,,
simple,65DU7100,TV SAMSUNG 65P LED UHD (4k) 65DU7100,1,0,visible,,7499,,"https://electroclub.ma/14164-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/14163-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/14165-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/14166-large_default/smart-tv-led-43p-uhd-samsung.jpg,https://electroclub.ma/14167-large_default/smart-tv-led-43p-uhd-samsung.jpg",4K UHD,,Marque,Samsung,Reference fournisseur,65DU7100,Garantie,1 An,Smart tv,Oui,Taille d&#039;écran,65 Pouces,Type du rectroeclairage,Led,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840x2160,Direct wi-fi,Oui,Entree hdmi,3,Entree usb,1,Entree rca,Oui,Interface ci,Oui,Bluetooth,Oui,Système d&#039;exploitation,Tizen™,Classe énergétique,G,Connectivite,Oui,Technologie,Crystal 4K,Fluidité de l&#039;image ( Hz ),50,Turner,OUI,Entrée optique RJ45,OUI,Wifi integrée,Oui,Fonction enregistreur PVR,OUI,Vidéo,HDR|HDR 10+|HLG|Mega Contrast|PurColor,Dimension avec pied ( cm ),144.4 x 89.7 x 30.1,Dimension sans pied ( cm ),144.9 x 83 x 6,Processeur,Crystal prcessor 4K,Poids (KG),20.8,,,,,,,,,,,,,,,,
simple,H43K6FG,SMART TV LED 43P FHD H43K6FG,1,0,visible,,2699,,"https://electroclub.ma/14365-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14366-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14364-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14367-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14368-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,Haier,Reference fournisseur,H43K6FG,Garantie,2 Ans,Marque,Haier,Type d&#039;ecran,LED,Smart tv,Oui,Taille d&#039;écran,43 Pouces,Norme hd,Full HD,Resolution de l&#039;affichage,1920 x 1080,Direct wi-fi,Oui,Puissance sonore,20,Entree hdmi,1,Entree usb,2,Entree rca,NON,Bluetooth,Oui,Coloris,Noir,Dimension avec pied,963.9 x 627.8 x 192.5 mm,Dimension sans pied,963.9 x 558.9 x 59.6 mm,Technologie éclairage,LED directe,Mémoire de stockage,8G,Connectivite,Oui,Wifi integrée,Oui,Récepteur intégré,OUI,TNT,OUI,Dolby audio,OUI,Android 11,OUI,Smart Remote Control,Oui,Google Assistant,OUI,,,,,,,,,,,,,,,,
simple,75QNED80T6B,TV LG 75P QNED UHD (4k) 75QNED80T6B,1,0,visible,,14499,,"https://electroclub.ma/14447-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14454-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14449-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14450-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg,https://electroclub.ma/14451-large_default/smart-tv-led-50p-uhd-samsung-serie-9.jpg",4K UHD,,Marque,LG,Reference fournisseur,75QNED80T6B,Garantie,1 An,Type d&#039;ecran,Flat,Smart tv,Oui,Taille d&#039;écran,75 Pouces,Type du rectroeclairage,QNED,Norme hd,Ultra HD|4K,Resolution de l&#039;affichage,3840×2160,Fluidite constructeur,Oui,Tuner,DVB-T2|C|S2,Direct wi-fi,Oui,Puissance sonore,20,Entree hdmi,4,Entree usb,2,Entree prise peritel,Non,Entree rca,Oui,Entree vga,Non,Interface ci,Oui,Bluetooth,Oui,Fonction enregistreur (pvr),Oui,Coloris,Noir,Dimension avec pied,1673.2 x 1047.9 x 341.1 mm,Dimension sans pied,1673.2 x 958.2 x 59.9 mm,Connectivite,Oui,Fluidité de l&#039;image ( Hz ),60,Entrée optique RJ45,OUI,Wifi integrée,Oui,HDR,HDR10|HLG,,,,,,,,,,,,,,
simple,KSV36VL30U,REFRIGERATEUR BOSCH NO-FROST KSV36VL30U,1,0,visible,,8199,,"https://electroclub.ma/13464-large_default/bosch-ksv36bi3m8.jpg,https://electroclub.ma/13465-large_default/bosch-ksv36bi3m8.jpg,https://electroclub.ma/13466-large_default/bosch-ksv36bi3m8.jpg,https://electroclub.ma/13467-large_default/bosch-ksv36bi3m8.jpg",Refrigeration Américain-Duo,,Marque,Bosch,Reference fournisseur,KSV36VL30U,Distributeur d&#039;eau,Non,Garantie,1 An,Marque,Bosch,Hauteur (cm),186,Largeur (cm),60,Profondeur (cm),65,Volume total,348,Finition,Inox,Classe énergétique,A++,Consomation energetique,112 kwh|an,Niveau sonore,39,Zone ultra froide,Non,Zone fraiche,Non,Eclairage interieur led,Oui,Nombre de clayette dans le refrigerateur,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,KAN93VL30N,REFRIGERATEUR BOSCH SIDE BY SIDE NO-FROST KAN93VL30N,1,0,visible,,18999,,"https://electroclub.ma/13554-large_default/refrigerateur-bosch-side-by-side-622l-avec-afficheur-inox.jpg,https://electroclub.ma/13553-large_default/refrigerateur-bosch-side-by-side-622l-avec-afficheur-inox.jpg,https://electroclub.ma/13555-large_default/refrigerateur-bosch-side-by-side-622l-avec-afficheur-inox.jpg,https://electroclub.ma/3659-large_default/refrigerateur-bosch-side-by-side-622l-avec-afficheur-inox.jpg,https://electroclub.ma/3660-large_default/refrigerateur-bosch-side-by-side-622l-avec-afficheur-inox.jpg",Side By Side,,Marque,Bosch,Distributeur d&#039;eau,Non,Garantie,1 An,Classe énergétique,A++,Niveau sonore,43,Zone fraiche,Oui,Connectivite,Non,Poids (KG),-,Hauteur,178 cm,Largeur,90.8 cm,Profondeur,73 cm,Couleur du Produit,Inox,Type de Réfrigérateur,Side By Side,Volume Utile Congélateur,202,Type de Clayettes,Verre,Nombre de Clayettes,4,Bac à Légumes,OUI,Type de Froid,NO FROST,Réfrigération Rapide,OUI,Congélation Rapide,OUI,Refroidissement,VitaFresh|MultiFlux|FreshSense|AirFresh,Afficheur,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,KGN86AI32U,REFRIGERATEUR BOSCH COMBINE NO-FROST KGN86AI32U,1,0,visible,,14999,,"https://electroclub.ma/3618-large_default/bosch-kgn86ai30u.jpg,https://electroclub.ma/3619-large_default/bosch-kgn86ai30u.jpg",Combiné,,Marque,Bosch,Reference fournisseur,KGN86AI32U,Garantie,1 An,Marque,Bosch,Code,1369196,Hauteur (cm),186,Largeur (cm),86,Profondeur (cm),81,Volume total,619,Finition,Inox,Encastrable,Non,Classe énergétique,A++,Consomation energetique,378 kwh|an,Classe climatique,Sn-t,Autonomie du congelateur,30,Volume utile du refrigerateur,479,Volume utile du congelateur,140,Niveau sonore,42,Zone ultra froide,Non,Zone fraiche,Oui,Nombre de clayette dans le refrigerateur,3,Froid du congelateur,Dégivrage automatique,Nombre de clayette dans le congelateur,2,Distributeur,Non,,,,,,,,,,,,,,,,,,,,,,,,
simple,KDN86AI3M9,REFRIGERATEUR BOSCH NO-FROST KDN86AI3M9,1,0,visible,,14499,,https://electroclub.ma/3606-large_default/bosch-kdn86ai3m8.jpg,Réfrigérateur,,Marque,Bosch,Reference fournisseur,Kdn86ai3m8,Distributeur d&#039;eau,Non,Garantie,1 An,Marque,Bosch,Code,2828730,Hauteur (cm),186,Largeur (cm),86,Profondeur (cm),80,Volume total,641,Finition,Inox,Encastrable,Non,Classe énergétique,A++,Consomation energetique,388 kwh|an,Classe climatique,Sn-t,Autonomie du congelateur,22,Volume utile du refrigerateur,493,Volume utile du congelateur,148,Niveau sonore,41,Zone ultra froide,Non,Zone fraiche,Non,Eclairage interieur led,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,GR-Q29FTQKL,REFRIGERATEUR SIDE BY SIDE LG NO-FROST  GR-Q29FTQKL,1,0,visible,,21999,,"https://electroclub.ma/6003-large_default/lg-gr-q29ftqkl.jpg,https://electroclub.ma/6005-large_default/lg-gr-q29ftqkl.jpg,https://electroclub.ma/6004-large_default/lg-gr-q29ftqkl.jpg,https://electroclub.ma/6006-large_default/lg-gr-q29ftqkl.jpg,https://electroclub.ma/6007-large_default/lg-gr-q29ftqkl.jpg",Side By Side,,Marque,LG,Reference fournisseur,Gr-q29ftqkl,Distributeur d&#039;eau,Non,Garantie,1 An,Marque,LG,Code,2551764,Hauteur (cm),188.9,Largeur (cm),88.5,Profondeur (cm),76.8,Volume total,458,Finition,Inox,Encastrable,Non,Classe énergétique,A+,Classe climatique,T,Niveau sonore,40,Zone ultra froide,Non,Zone fraiche,Non,Eclairage interieur led,Oui,Nombre de clayette dans le refrigerateur,2,Autonomie du conservation,10,Pouvoir de congelation,6,Mini bar integere,Non,Fabrique a glace amovible,Non,Poignee a depression,Non,,,,,,,,,,,,,,,,,,,,,,,,
simple,GSN36VL30U,CONGELATEUR VERTICAL TWIN  BOSCH NO-FROST GSN36VL30U,1,0,visible,,8199,,"https://electroclub.ma/11458-large_default/congelateur-bosch-vertical-twin-255l-a-inox.jpg,https://electroclub.ma/3684-large_default/congelateur-bosch-vertical-twin-255l-a-inox.jpg,https://electroclub.ma/3685-large_default/congelateur-bosch-vertical-twin-255l-a-inox.jpg,https://electroclub.ma/3686-large_default/congelateur-bosch-vertical-twin-255l-a-inox.jpg",Refrigeration Américain-Duo,,Marque,Bosch,Garantie,2 Ans,Classe énergétique,A++,Niveau sonore,39,Connectivite,Non,Poids (KG),70,Hauteur,186 cm,Largeur,60 cm,Profondeur,65 cm,Couleur du Produit,Inox,Volume Total Brut (L),255,Volume Net (L),242,Type de Clayettes,Verre,Nombre de Clayettes,3,Type de Froid,NO FROST,Congélation Rapide,OUI,Refroidissement,Multi Airflow|Freshsense,Afficheur,OUI,Nombre de tiroirs,4,Type de Congélateur,Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,CCTUS542XH,CONGELATEUR CANDY CCTUS542XH,1,0,visible,,2399,,"https://electroclub.ma/8464-large_default/congelateur-bosch-vertical-400l-70cm-a-8-tiroirs-blanc.jpg,https://electroclub.ma/8463-large_default/congelateur-bosch-vertical-400l-70cm-a-8-tiroirs-blanc.jpg",congélateur,,Marque,Candy,Reference fournisseur,CCTUS 542XH,Garantie,2 Ans,Marque,Candy,Volume total,82 L,Finition,Silver,Classe énergétique,A+,Niveau sonore,43,Autonomie du conservation,16,Connectivite,Non,Poids (KG),32,Hauteur,85,Largeur,55 cm,Profondeur,58.8 cm,Type de Froid,NO FROST,Congélation Rapide,OUI,Nombre de tiroirs,4,Type de Congélateur,Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,KGN56LB31U,REFRIGERATEUR BOSCH COMBINE NO-FROST KGN56LB31U,1,0,visible,,12999,,"https://electroclub.ma/11419-large_default/refrigerateur-bosch-combine-a-559l-verre-noir.jpg,https://electroclub.ma/3630-large_default/refrigerateur-bosch-combine-a-559l-verre-noir.jpg,https://electroclub.ma/3631-large_default/refrigerateur-bosch-combine-a-559l-verre-noir.jpg,https://electroclub.ma/3632-large_default/refrigerateur-bosch-combine-a-559l-verre-noir.jpg,https://electroclub.ma/3633-large_default/refrigerateur-bosch-combine-a-559l-verre-noir.jpg",Combiné,,Marque,Bosch,Reference fournisseur,KGN56LB31U,Distributeur d&#039;eau,Non,Garantie,2 Ans,Classe énergétique,A++,Niveau sonore,42,Zone fraiche,Oui,Connectivite,Non,Poids (KG),106,Hauteur,193 cm,Largeur,70 cm,Profondeur,80 cm,Couleur du Produit,Verre Noir,Type de Réfrigérateur,Combiné,Volume Total Brut (L),559,Volume Net (L),505,Volume Utile Réfrigérateur,400,Volume Utile Congélateur,105,Type de Clayettes,Verre,Nombre de Clayettes,4,Bac à Légumes,OUI,Type de Froid,NO FROST,Réfrigération Rapide,OUI,Congélation Rapide,OUI,Refroidissement,VitaFresh|MultiFlux|FreshSense|AirFresh,Afficheur,OUI,,,,,,,,,,,,,,,,,,,,
simple,RF48A4000M9,REFRIGERATEUR SIDE BY SIDE SAMSUNG NO-FROST RF48A4000M9,1,0,visible,,15299,,"https://electroclub.ma/7594-large_default/refrigerateur-side-by-side-4-portes-468l-net-inox-samsung.jpg,https://electroclub.ma/7593-large_default/refrigerateur-side-by-side-4-portes-468l-net-inox-samsung.jpg,https://electroclub.ma/7592-large_default/refrigerateur-side-by-side-4-portes-468l-net-inox-samsung.jpg,https://electroclub.ma/7591-large_default/refrigerateur-side-by-side-4-portes-468l-net-inox-samsung.jpg,https://electroclub.ma/7587-large_default/refrigerateur-side-by-side-4-portes-468l-net-inox-samsung.jpg",Side By Side,,Marque,Samsung,Reference fournisseur,RF48A4000M9,Distributeur d&#039;eau,Non,Garantie,1 An,Classe énergétique,A++,Niveau sonore,42,Zone fraiche,Oui,Fonctions,Alarme sonore porte ouverte,Connectivite,Non,Technologie,Digital Inverter|Twin Cooling,Poids (KG),99,Hauteur,179.3 cm,Largeur,83.3 cm,Profondeur,74 cm,Couleur du Produit,Gris Acier Mat Doux,Type de Réfrigérateur,Side By Side,Volume Total Brut (L),511,Volume Net (L),468,Volume Utile Réfrigérateur,328,Volume Utile Congélateur,140,Type de Clayettes,Verre trempé,Nombre de Clayettes,7,Bac à Légumes,OUI,Type de Froid,NO FROST,Réfrigération Rapide,OUI,Congélation Rapide,OUI,Refroidissement,Twin Cooling Plus Power Cool|Power Freeze,Afficheur,OUI ( Externe ),,,,,,,,,,,,,,,,
simple,KDN30N12M8,REFRIGERATEUR BOSCH NO-FROST KDN30N12M8,1,0,visible,,5399,,"https://electroclub.ma/3617-large_default/bosch-kdn30n12m8.jpg,https://electroclub.ma/11777-large_default/bosch-kdn30n12m8.jpg,https://electroclub.ma/11774-large_default/bosch-kdn30n12m8.jpg,https://electroclub.ma/11775-large_default/bosch-kdn30n12m8.jpg,https://electroclub.ma/11776-large_default/bosch-kdn30n12m8.jpg",Réfrigérateur,,Marque,Bosch,Reference fournisseur,Kdn30n12m8,Distributeur d&#039;eau,Non,Garantie,1 An,Marque,Bosch,Code,2548042,Volume total,250,Finition,Inox,Encastrable,Non,Classe énergétique,A+,Classe climatique,Sn-t,Autonomie du congelateur,14,Volume utile du refrigerateur,180,Volume utile du congelateur,73,Niveau sonore,42,Zone ultra froide,Non,Zone fraiche,Non,Eclairage interieur led,Oui,Nombre de clayette dans le refrigerateur,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,RS66A8100S9,REFRIGERATEUR SIDE BY SIDE SAMSUNG NO-FROST RS66A8100S9,1,0,visible,,12499,,"https://electroclub.ma/7602-large_default/refrigerateur-sidebyside-2-portes-670l-gris-samsung.jpg,https://electroclub.ma/7600-large_default/refrigerateur-sidebyside-2-portes-670l-gris-samsung.jpg,https://electroclub.ma/7599-large_default/refrigerateur-sidebyside-2-portes-670l-gris-samsung.jpg,https://electroclub.ma/7597-large_default/refrigerateur-sidebyside-2-portes-670l-gris-samsung.jpg,https://electroclub.ma/7598-large_default/refrigerateur-sidebyside-2-portes-670l-gris-samsung.jpg",Side By Side,,Marque,Samsung,Distributeur d&#039;eau,Non,Garantie,1 An,Classe énergétique,A+,Niveau sonore,39,Zone fraiche,Oui,Fonctions,Alarme sonore porte ouverte,Connectivite,Non,Technologie,Digital Inverter|Twin Cooling Plus,Poids (KG),113,Hauteur,178 cm,Largeur,91.2 cm,Profondeur,71.6 cm,Couleur du Produit,Gris,Type de Réfrigérateur,Side By Side,Volume Total Brut (L),670,Volume Net (L),641,Volume Utile Réfrigérateur,403,Volume Utile Congélateur,238,Type de Clayettes,Verre trempé,Nombre de Clayettes,8,Bac à Légumes,OUI,Type de Froid,NO FROST,Réfrigération Rapide,OUI,Congélation Rapide,OUI,Refroidissement,Multi Flow|Power Cool,Afficheur,NON,,,,,,,,,,,,,,,,,,
simple,GR-H802HLHM,REFRIGERATEUR LG NO-FROST GR-H802HLHM,1,0,visible,,13999,,"https://electroclub.ma/7410-large_default/lg-gr-h802hlhu.jpg,https://electroclub.ma/7405-large_default/lg-gr-h802hlhu.jpg,https://electroclub.ma/7402-large_default/lg-gr-h802hlhu.jpg,https://electroclub.ma/7408-large_default/lg-gr-h802hlhu.jpg,https://electroclub.ma/7409-large_default/lg-gr-h802hlhu.jpg",Réfrigérateur,,Marque,LG,Reference fournisseur,GR-H802HLHM,Distributeur d&#039;eau,Non,Garantie,1 An,Marque,LG,Code,1868027,Hauteur (cm),184,Largeur (cm),86,Profondeur (cm),73,Volume total,800,Finition,Silver,Encastrable,Non,Classe énergétique,A+,Classe climatique,T,Zone ultra froide,Non,Zone fraiche,Oui,Eclairage interieur led,Oui,Nombre de clayette dans le refrigerateur,4,Froid du congelateur,Dégivrage automatique,Froid du refrigerateur,No frost,Nombre de clayette dans le congelateur,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,KGN36XL30U,REFRIGERATEUR BOSCH COMBINE NO-FROST KGN36XL30U,1,0,visible,,7999,,"https://electroclub.ma/11418-large_default/bosch-kgn36xl30u.jpg,https://electroclub.ma/5870-large_default/bosch-kgn36xl30u.jpg,https://electroclub.ma/5875-large_default/bosch-kgn36xl30u.jpg,https://electroclub.ma/5874-large_default/bosch-kgn36xl30u.jpg,https://electroclub.ma/5871-large_default/bosch-kgn36xl30u.jpg",Combiné,,Marque,Bosch,Reference fournisseur,Kgn36xl30u,Garantie,2 Ans,Marque,Bosch,Code,2818240,Volume total,324,Finition,Inox,Encastrable,Non,Classe énergétique,A++,Consomation energetique,260 kwh|an,Classe climatique,Sn-t,Autonomie du congelateur,16,Volume utile du refrigerateur,237,Volume utile du congelateur,87,Niveau sonore,39,Zone ultra froide,Non,Zone fraiche,Non,Nombre de clayette dans le refrigerateur,4,Froid du congelateur,Dégivrage automatique,Nombre de clayette dans le congelateur,3,Distributeur,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,COHS 38FS15,TABLE TOP CANDY COHS 38FS15,1,0,visible,,2499,,"https://electroclub.ma/14030-large_default/congelateur-bosch-vertical-400l-70cm-a-8-tiroirs-blanc.jpg,https://electroclub.ma/14033-large_default/congelateur-bosch-vertical-400l-70cm-a-8-tiroirs-blanc.jpg,https://electroclub.ma/14031-large_default/congelateur-bosch-vertical-400l-70cm-a-8-tiroirs-blanc.jpg,https://electroclub.ma/14032-large_default/congelateur-bosch-vertical-400l-70cm-a-8-tiroirs-blanc.jpg",congélateur,,Marque,Candy,Reference fournisseur,COHS 38FS15,Garantie,2 Ans,Marque,Candy,Volume total,92L,Finition,Silver,Classe énergétique,A+,Connectivite,Non,Poids (KG),21.9,Hauteur,85,Largeur,48.9 cm,Profondeur,46 cm,Type de Froid,NO FROST,Nombre de tiroirs,3,Type de Congélateur,Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
